favourites_count,followers_count,statuses_count,friends_count,default_profile,default_profile_image,profile_use_background_image,utc_offset,listed_count,geo_enabled,lang,isFake
566,973,15890,1994,,,1.0,-36000.0,12,1.0,en,0.0
0,11,12,201,1.0,,1.0,,0,,en,1.0
0,1,0,548,1.0,,1.0,,0,,es,1.0
1,14,16,179,1.0,,1.0,,0,,en,1.0
0,8,19,183,1.0,,1.0,,0,,en,1.0
2511,503,11570,493,1.0,,1.0,,5,,en,0.0
201,47,59,116,,,1.0,-14400.0,0,1.0,en,0.0
0,11,21,329,1.0,,1.0,,0,,en,1.0
0,13,62,515,1.0,,1.0,,0,,en,1.0
2603,253,9737,325,,,1.0,28800.0,0,1.0,en,0.0
0,19,67,624,1.0,,1.0,,0,,en,1.0
0,11,30,258,1.0,,1.0,,0,,en,1.0
11209,371,19086,86,,,1.0,28800.0,3,1.0,en,0.0
0,0,2,31,1.0,,1.0,,0,,en,1.0
0,15,23,260,1.0,,1.0,,0,,en,1.0
2421,337,15364,355,,,1.0,-14400.0,0,1.0,en,0.0
0,22,51,547,1.0,,1.0,,0,,en,1.0
0,15,23,240,1.0,,1.0,,0,,en,1.0
0,17,20,465,,,1.0,-10800.0,0,,es,1.0
0,10,24,237,1.0,,1.0,,0,,en,1.0
663,99,3559,105,,,1.0,19800.0,0,1.0,en,0.0
0,0,12,430,1.0,,1.0,,0,,en,1.0
3467,251,4652,331,,,1.0,,1,1.0,es,0.0
6,703,9405,223,,,1.0,-25200.0,9,1.0,en,0.0
0,14,25,239,1.0,,1.0,,0,,en,1.0
2076,1402,107299,958,,,1.0,-14400.0,11,,en,0.0
670,207,406,107,,,1.0,-14400.0,2,1.0,en,0.0
23,22,42,34,1.0,,1.0,,0,1.0,en,0.0
0,14,30,265,1.0,,1.0,,0,,en,1.0
1304,584,996,407,,,,,0,,en,0.0
984,620,3423,468,,,,,1,1.0,en,0.0
0,10,23,268,1.0,,1.0,,0,,en,1.0
0,9,23,198,1.0,,1.0,,0,,en,1.0
38,1216,36903,1146,,,,32400.0,23,,ja,0.0
1009,312,8528,879,,,,7200.0,1,1.0,es,0.0
0,7,23,214,1.0,,1.0,,0,,en,1.0
0,22,75,578,1.0,,1.0,,0,,en,1.0
0,20,63,630,1.0,,1.0,,0,,en,1.0
7351,592,12659,694,,,1.0,-14400.0,1,1.0,en,0.0
0,21,17,284,1.0,,1.0,,0,,en,1.0
0,5,23,241,1.0,,1.0,,0,,en,1.0
11441,160,463,221,,,1.0,19800.0,4,,en,0.0
10957,489,4629,102,,,1.0,-25200.0,0,1.0,en,0.0
0,23,54,512,1.0,,1.0,,0,,en,1.0
0,5,23,225,1.0,,1.0,,0,,en,1.0
27,13,27,49,1.0,,1.0,,0,,en,0.0
22500,323,16488,217,1.0,,1.0,,1,1.0,en,0.0
1053,1383,2763,387,,,,-25200.0,8,1.0,en,0.0
1558,423,19036,427,,,,43200.0,21,1.0,en,0.0
7842,364,1976,500,1.0,,1.0,,0,1.0,en,0.0
0,12,24,307,1.0,,1.0,,0,,en,1.0
1021,2134,137087,1594,,,1.0,-18000.0,16,1.0,en,0.0
0,13,37,404,1.0,,1.0,,0,,en,1.0
4690,476,12363,519,,,1.0,-18000.0,13,1.0,en,0.0
0,11,16,208,1.0,,1.0,,0,,en,1.0
22468,6219,61428,144,1.0,,1.0,-25200.0,69,1.0,en,0.0
0,9,23,206,1.0,,1.0,,0,,en,1.0
0,17,30,351,1.0,,1.0,,0,,en,1.0
0,3,17,616,,,1.0,,0,1.0,en,1.0
476,59,83,116,1.0,,1.0,,0,,en,0.0
0,16,0,422,,,1.0,-10800.0,0,1.0,es,1.0
0,11,19,191,1.0,,1.0,,0,,en,1.0
1258,960,12413,513,,,1.0,10800.0,6,1.0,es,0.0
55,314,10032,628,,,,-25200.0,3,1.0,en,0.0
235,92,625,105,,,,-10800.0,0,,en,0.0
0,11,24,245,1.0,,1.0,,0,,en,1.0
0,6,73,1011,1.0,,1.0,,0,,en,1.0
1275,114,2553,161,1.0,,1.0,,0,,en,0.0
1778,421,7098,785,1.0,,1.0,,0,1.0,en,0.0
15599,568,60463,387,,,1.0,28800.0,1,1.0,en,0.0
0,22,10,583,,,1.0,,0,,es,1.0
18965,552,8328,532,,,1.0,-18000.0,0,1.0,en,0.0
2997,1123,11845,1115,,,1.0,-14400.0,1,1.0,en,0.0
366,56,3160,232,1.0,,1.0,-18000.0,0,1.0,en,0.0
0,13,28,240,1.0,,1.0,,0,,en,1.0
7,35,207,570,,,1.0,-10800.0,0,1.0,es,1.0
0,3,18,225,1.0,,1.0,,0,,en,1.0
0,18,54,638,1.0,,1.0,,0,,en,1.0
4318,484,8431,475,,,1.0,28800.0,1,1.0,en,0.0
0,8,12,207,1.0,,1.0,,0,,en,1.0
0,1,2,18,1.0,,1.0,,0,,en,1.0
0,12,17,214,1.0,,1.0,,0,,en,1.0
1632,137,14412,177,,,,28800.0,0,,en,0.0
103,247,2633,603,,,1.0,19800.0,2,1.0,en,0.0
0,10,20,231,1.0,,1.0,,0,,en,1.0
434,93,3443,113,1.0,,1.0,-25200.0,0,,en,0.0
30,31,635,451,,,1.0,10800.0,2,1.0,en,1.0
3079,95,11656,92,,,1.0,-14400.0,0,,en,0.0
0,273,92,1239,,,1.0,,0,,pt,1.0
1348,289,6942,333,,,1.0,-18000.0,3,1.0,es,0.0
8720,330,16747,312,,,,-14400.0,0,1.0,en,0.0
0,22,50,530,1.0,,1.0,,0,,en,1.0
1429,151,6970,760,1.0,,1.0,-18000.0,1,1.0,en,0.0
2277,308,3233,276,,,,-25200.0,3,1.0,en,0.0
0,12,18,176,1.0,,1.0,,0,,en,1.0
12787,1824,48397,758,1.0,,1.0,-14400.0,8,,en,0.0
772,467,4948,266,,,1.0,-25200.0,23,1.0,en,0.0
943,148,2391,258,1.0,,1.0,-14400.0,0,,en,0.0
0,9,17,195,1.0,,1.0,,0,,en,1.0
15258,2169,13416,1042,,,1.0,-18000.0,21,1.0,en,0.0
0,17,26,278,1.0,,1.0,,0,,en,1.0
889,12,1491,145,1.0,,1.0,,1,,ja,0.0
988,299,11598,243,,,1.0,,6,1.0,en,0.0
1205,284,3954,218,,,1.0,-18000.0,6,1.0,en,0.0
0,7,20,205,1.0,,1.0,,0,,en,1.0
0,22,49,581,1.0,,1.0,,0,,en,1.0
630,275,3366,1260,,,,-25200.0,4,,en,0.0
3187,210,3879,262,,,1.0,-28800.0,2,1.0,en,0.0
2581,690,8184,1606,1.0,,1.0,-25200.0,4,,en,0.0
272,146,3494,300,,,1.0,-36000.0,11,1.0,en,0.0
0,4,17,229,1.0,,1.0,,0,,en,1.0
0,15,34,337,1.0,,1.0,,0,,en,1.0
0,18,36,330,1.0,,1.0,,0,,en,1.0
0,49,45,646,,,1.0,-7200.0,0,,pt,1.0
169,266,453,1413,1.0,,1.0,,0,,en,0.0
418,157,1107,171,,,,,0,,en,0.0
6284,315,4282,311,,,1.0,-25200.0,0,,en,0.0
1054,2951,10253,2145,,,1.0,-10800.0,26,1.0,en,0.0
43,341,3895,329,,,1.0,-18000.0,7,1.0,en,0.0
4580,530,4711,586,,,,,32,,en,0.0
0,24,25,270,1.0,,1.0,,0,,en,1.0
352,1876,28431,990,,,1.0,19800.0,78,1.0,en,0.0
0,3,0,585,1.0,,1.0,19800.0,0,,en,1.0
5807,1732,57117,1094,,,1.0,43200.0,110,,en,0.0
0,12,28,295,1.0,,1.0,,0,,en,1.0
4876,383,24839,269,1.0,,1.0,-18000.0,0,1.0,en,0.0
0,1,7,444,1.0,,1.0,,0,,en,1.0
14412,12466,61932,122,,,1.0,-14400.0,148,1.0,en,0.0
227,42,551,231,,,1.0,,1,,en,0.0
1010,1071,25584,379,,,1.0,-25200.0,4,1.0,en,0.0
144,919,27859,1003,,,,-18000.0,21,1.0,en-gb,0.0
0,17,32,310,1.0,,1.0,,0,,en,1.0
0,68,600,458,1.0,,1.0,28800.0,2,,en,1.0
0,15,17,220,1.0,,1.0,,0,,en,1.0
10524,588,17147,1646,1.0,,1.0,,1,1.0,en,0.0
398,538,2387,1724,,,1.0,20700.0,0,1.0,en,0.0
21226,3963,31954,3639,,,1.0,-14400.0,6,1.0,en,0.0
879,521,37891,605,,,1.0,28800.0,7,1.0,en,0.0
0,20,58,593,1.0,,1.0,,0,,en,1.0
1963,392,4877,283,,,1.0,32400.0,17,1.0,en,0.0
0,4,18,197,1.0,,1.0,,0,,en,1.0
791,160,7210,88,,,1.0,-28800.0,1,1.0,en,0.0
0,1,1,25,1.0,,1.0,,0,,en,1.0
5405,108,4333,368,,,1.0,,2,1.0,en,0.0
1,3,72,548,1.0,,1.0,,0,,ru,1.0
1223,352,21519,394,,,1.0,28800.0,1,1.0,en,0.0
13804,348,57768,389,,,1.0,,4,1.0,en,0.0
1975,252,7152,141,,,1.0,32400.0,0,,en,0.0
120,38,114,533,,,1.0,-36000.0,0,,tr,1.0
3908,666,3136,574,,,1.0,28800.0,3,,en,0.0
9805,1047,50446,365,,,1.0,-28800.0,1,1.0,en,0.0
0,2,6,570,,,1.0,-21600.0,0,,es,1.0
0,13,20,269,1.0,,1.0,,0,,en,1.0
705,429,2079,315,,,1.0,-21600.0,0,1.0,en,0.0
0,17,52,418,1.0,,1.0,,0,,en,1.0
0,31,52,583,1.0,,1.0,,0,,en,1.0
365,205,1026,529,1.0,,1.0,,0,,en,0.0
79,222,2496,237,,,1.0,,1,1.0,en,0.0
0,21,37,360,1.0,,1.0,,0,,en,1.0
0,12,23,587,1.0,,1.0,,0,,es,1.0
1,8,212,1058,1.0,,1.0,,0,,en,1.0
13064,887,7752,911,1.0,,1.0,,10,1.0,en,0.0
12133,18255,82541,17,,,1.0,19800.0,170,,en,0.0
0,4,7,575,1.0,,1.0,,0,,es,1.0
10,285,1305,286,1.0,,1.0,,9,,es,0.0
11,9,288,628,1.0,,1.0,,0,,en,1.0
0,16,27,318,1.0,,1.0,,0,,en,1.0
0,13,19,237,1.0,,1.0,,0,,en,1.0
0,4,0,530,1.0,,1.0,,0,,es,1.0
114,55,684,110,1.0,,1.0,,1,,en,0.0
3006,876,45234,410,,,1.0,10800.0,16,1.0,nl,0.0
0,7,14,212,1.0,,1.0,,0,,en,1.0
0,12,20,228,1.0,,1.0,,0,,en,1.0
98,67,26,150,1.0,,1.0,,0,,en,0.0
1112,220,2050,310,,,1.0,28800.0,1,,en,0.0
2584,441,6881,534,,,1.0,28800.0,0,1.0,en,0.0
0,6,28,541,,,1.0,,0,,es,1.0
0,19,31,370,1.0,,1.0,,0,,en,1.0
0,5,17,439,1.0,,1.0,,0,,es,1.0
95,344,16111,201,,,1.0,28800.0,2,1.0,en,0.0
0,24,64,638,1.0,,1.0,,0,,en,1.0
365,61,4202,185,,,1.0,-25200.0,6,1.0,en,0.0
3299,275,2218,297,1.0,,1.0,3600.0,1,1.0,en,0.0
6,279,367,196,,,1.0,36000.0,1,,en,0.0
39,141,3268,311,1.0,,1.0,-14400.0,2,,en,0.0
513,27,181,108,,,1.0,10800.0,0,,en-gb,0.0
0,0,2,33,1.0,,1.0,,0,,en,1.0
28,144,902,273,,,1.0,28800.0,5,1.0,en,0.0
0,16,40,284,1.0,,1.0,,0,,en,1.0
246,1127,40475,629,,,1.0,-25200.0,2,1.0,en,0.0
0,20,67,381,,,1.0,10800.0,1,,ar,1.0
26472,2866,59933,168,,,1.0,-25200.0,15,1.0,en,0.0
5852,2634,118750,147,,,,28800.0,54,,en,0.0
0,11,18,213,1.0,,1.0,,0,,en,1.0
10979,235,7588,112,1.0,,1.0,,0,1.0,en,0.0
3,29,189,109,1.0,,1.0,,0,,en,0.0
153,17,224,115,1.0,,1.0,,1,,en,0.0
0,21,26,294,1.0,,1.0,,0,,en,1.0
2625,339,4247,320,1.0,,1.0,-14400.0,0,1.0,en,0.0
2,31,244,597,1.0,,1.0,-21600.0,0,,es,1.0
0,11,15,227,1.0,,1.0,,0,,en,1.0
1744,346,8236,1235,,,1.0,-25200.0,10,1.0,en,0.0
1,6,30,559,,,1.0,-10800.0,0,,en,1.0
0,0,2,36,1.0,,1.0,,0,,en,1.0
5113,568,18521,449,1.0,,1.0,-18000.0,0,1.0,en,0.0
0,5,5,1015,1.0,,1.0,,0,,en,1.0
499,246,1335,164,,,1.0,-18000.0,7,1.0,en,0.0
104,248,676,855,,,1.0,,0,,en,0.0
73630,1109,96569,1977,,,1.0,,77,,en,0.0
1,18,6,388,1.0,,1.0,32400.0,0,,ko,1.0
4973,322,14998,263,,,1.0,-25200.0,1,1.0,en,0.0
28,16,92,107,1.0,,1.0,,0,,en,0.0
0,12,34,260,1.0,,1.0,,0,,en,1.0
0,13,20,210,1.0,,1.0,,0,,en,1.0
0,16,26,280,1.0,,1.0,,0,,en,1.0
2,23,7,377,,,1.0,3600.0,1,,es,1.0
8,3799,4910,3425,,,1.0,-25200.0,184,1.0,en,0.0
10497,871,10269,569,,,1.0,-18000.0,0,1.0,en,0.0
0,6,16,197,1.0,,1.0,,0,,en,1.0
0,4,21,616,1.0,,1.0,,0,,en,1.0
0,9,19,212,1.0,,1.0,,0,,en,1.0
2085,887,36045,628,,,1.0,-39600.0,12,1.0,en,0.0
0,9,15,213,1.0,,1.0,,0,,en,1.0
0,7,22,273,1.0,,1.0,,0,,en,1.0
26583,4158,10714,76,,,,-21600.0,4,,en,0.0
7,476,41094,308,,,1.0,-10800.0,4,,en,0.0
11,72,24,1295,,,1.0,-18000.0,0,1.0,es,1.0
0,23,48,543,1.0,,1.0,,0,,en,1.0
0,16,34,380,1.0,,1.0,,0,,en,1.0
667,374,4504,1032,,,1.0,-28800.0,3,1.0,en,0.0
8510,276,31154,365,,,1.0,18000.0,0,1.0,en,0.0
0,3,19,192,1.0,,1.0,,0,,en,1.0
379,196,776,134,1.0,,1.0,,0,1.0,en,0.0
114,295,4252,427,,,1.0,19800.0,22,1.0,en,0.0
0,15,39,395,1.0,,1.0,,0,,en,1.0
0,14,51,530,1.0,,1.0,,0,,en,1.0
5043,158,8158,347,1.0,,1.0,-10800.0,2,1.0,en,0.0
9447,901,14586,1685,,,1.0,,12,1.0,en,0.0
0,15,53,578,1.0,,1.0,,0,,en,1.0
582,278,8863,302,,,1.0,28800.0,2,1.0,en,0.0
95,272,5705,232,,,,-10800.0,2,,pt,0.0
0,23,33,408,1.0,,1.0,,0,,en,1.0
0,1,0,34,1.0,,1.0,,0,,en,1.0
3744,1237,6773,1189,1.0,,1.0,,0,1.0,en,0.0
2559,331,3830,622,,,1.0,-18000.0,0,1.0,en,0.0
6175,296,3524,239,,,1.0,-25200.0,0,,en,0.0
11,23,199,168,1.0,,1.0,3600.0,4,,en,0.0
28,193,227,153,1.0,,1.0,,1,1.0,en,0.0
856,193,3159,80,,,1.0,7200.0,2,1.0,fr,0.0
0,24,33,336,1.0,,1.0,,0,,en,1.0
0,12,25,242,1.0,,1.0,,0,,en,1.0
2,18,27,320,1.0,,1.0,,0,,en,1.0
0,15,0,866,1.0,,1.0,,0,,en,1.0
704,408,1920,421,,,1.0,-25200.0,0,1.0,en,0.0
128,196,567,298,,,1.0,-18000.0,4,1.0,en,0.0
3847,286,2846,432,1.0,,1.0,,2,1.0,en,0.0
392,308,1055,1006,1.0,,1.0,-18000.0,3,,en,0.0
1288,1549,16949,348,,,1.0,-25200.0,14,1.0,en,0.0
4542,216,4904,201,,,1.0,28800.0,1,1.0,en,0.0
4907,650,24986,348,1.0,,1.0,-25200.0,1,,en,0.0
365,139,404,172,1.0,,1.0,,0,,en,0.0
6868,484,6218,629,,,1.0,-25200.0,2,1.0,en,0.0
842,537,26645,286,1.0,,1.0,-14400.0,5,1.0,en,0.0
0,2,68,593,1.0,,1.0,,0,,ru,1.0
0,15,41,558,1.0,,1.0,,0,,en,1.0
2021,268,8200,173,,,1.0,28800.0,1,1.0,en,0.0
107,407,4996,416,,,1.0,-25200.0,7,1.0,en,0.0
1654,608,2843,466,1.0,,1.0,-14400.0,0,,en,0.0
8175,1962,129517,1334,,,1.0,18000.0,14,1.0,en,0.0
199,1570,32544,833,,,1.0,28800.0,22,1.0,en,0.0
21,26,96,30,1.0,,1.0,,0,1.0,en,0.0
659,241,383,345,,,1.0,18000.0,1,1.0,en,0.0
9,47,126,547,,,1.0,-14400.0,2,,es,1.0
0,9,24,205,1.0,,1.0,,0,,en,1.0
0,19,42,401,1.0,,1.0,,0,,en,1.0
1,8,25,218,1.0,,1.0,,0,,en,1.0
0,17,44,323,1.0,,1.0,,0,,en,1.0
0,14,19,219,1.0,,1.0,,0,,en,1.0
16169,314,44535,290,1.0,,1.0,,1,1.0,en,0.0
1493,864,7109,634,,,1.0,-18000.0,1,1.0,en,0.0
0,9,17,207,1.0,,1.0,,0,,en,1.0
179,126,3101,158,,,1.0,7200.0,1,,es,0.0
454,68,811,328,,,1.0,,2,1.0,en,0.0
1838,171,4265,129,1.0,,1.0,,0,1.0,en,0.0
0,10,18,202,1.0,,1.0,,0,,en,1.0
6643,261,7453,354,,,1.0,-25200.0,0,1.0,en,0.0
0,17,28,281,1.0,,1.0,,0,,en,1.0
0,11,18,193,1.0,,1.0,,0,,en,1.0
2111,1226,5840,1183,,,1.0,43200.0,48,1.0,en,0.0
182,110,1349,106,1.0,,1.0,,0,1.0,en,0.0
0,19,5,411,,,1.0,,0,,es,1.0
0,30,9,394,1.0,,1.0,,2,,es,1.0
0,6,20,198,1.0,,1.0,,0,,en,1.0
1484,428,905,1293,,,,-14400.0,10,,en,0.0
27,28,25,308,,,1.0,18000.0,0,,en,0.0
0,22,57,468,1.0,,1.0,,0,,en,1.0
0,4,21,181,1.0,,1.0,,0,,en,1.0
0,12,17,192,1.0,,1.0,,0,,en,1.0
0,2,0,583,1.0,,1.0,,0,,es,1.0
217,343,648,536,,,1.0,7200.0,16,1.0,en,0.0
2007,583,11864,407,,,1.0,-10800.0,0,1.0,es,0.0
407,82,1918,269,,,1.0,,0,1.0,en,0.0
0,8,17,202,1.0,,1.0,,0,,en,1.0
2103,837,65562,834,,,1.0,-14400.0,6,1.0,es,0.0
0,11,30,272,1.0,,1.0,,0,,en,1.0
0,18,23,214,1.0,,1.0,,0,,en,1.0
0,21,83,713,1.0,,1.0,,0,,en,1.0
165,726,72102,28,,,1.0,-14400.0,23,1.0,es,0.0
2921,460,2063,346,1.0,,1.0,,0,,en,0.0
41,36,36,229,1.0,,1.0,,0,,en,0.0
0,1,11,421,1.0,,1.0,,0,,en,1.0
1564,230,18506,125,1.0,,1.0,,1,1.0,en,0.0
0,8,21,568,,,1.0,-14400.0,1,,es,1.0
1228,548,27242,492,,,1.0,-18000.0,3,1.0,en,0.0
7,38,807,288,1.0,,1.0,19800.0,1,1.0,en,0.0
5621,110,2083,109,1.0,,1.0,,1,1.0,en,0.0
0,6,71,613,1.0,,1.0,,0,,es,1.0
0,8,5,590,1.0,,1.0,,0,,en,1.0
0,8,18,191,1.0,,1.0,,0,,en,1.0
0,3,1,559,,,1.0,,0,,en,1.0
0,7,26,215,1.0,,1.0,,0,,en,1.0
10570,335,24581,276,,,,-39600.0,4,,en,0.0
3678,414,8774,488,,,1.0,28800.0,6,1.0,zh-tw,0.0
0,17,64,624,1.0,,1.0,,0,,en,1.0
0,9,17,223,1.0,,1.0,,0,,en,1.0
2728,1347,29146,736,,,1.0,-28800.0,15,1.0,en,0.0
15626,618,70365,453,,,1.0,,3,1.0,en,0.0
3326,1273,7832,1898,,,1.0,28800.0,4,1.0,en,0.0
15,19,86,119,,,1.0,,0,,en,0.0
0,9,27,199,1.0,,1.0,,0,,en,1.0
0,8,20,201,1.0,,1.0,,0,,en,1.0
0,14,12,183,1.0,,1.0,,0,,en,1.0
23,23,157,102,1.0,,1.0,,0,,es,0.0
45,252,30812,234,,,1.0,-36000.0,7,1.0,en,0.0
184,1171,35448,182,,,1.0,-18000.0,2,1.0,en,0.0
23378,7474,30949,1181,,,1.0,-25200.0,5,1.0,en,0.0
0,13,17,221,1.0,,1.0,,0,,en,1.0
12721,664,4041,526,,,1.0,28800.0,4,,en,0.0
0,25,62,519,1.0,,1.0,,0,,en,1.0
773,6021,7130,5032,,,1.0,-25200.0,218,1.0,en,0.0
0,19,22,213,1.0,,1.0,,0,,en,1.0
6,6093,44785,92,,,1.0,-18000.0,195,1.0,en,0.0
4151,768,44603,1557,,,1.0,3600.0,7,,en,0.0
4154,445,4413,484,,,1.0,20700.0,1,,en,0.0
439,312,2662,709,,,1.0,,4,,en,0.0
0,5,15,193,1.0,,1.0,,0,,en,1.0
1,20,70,395,,,1.0,-14400.0,0,1.0,pt,1.0
0,6,0,612,1.0,,1.0,-21600.0,0,,en,1.0
8618,584,26826,424,1.0,,1.0,-25200.0,2,1.0,en,0.0
156,4964,46978,2288,,,1.0,-25200.0,23,1.0,en,0.0
0,9,18,223,1.0,,1.0,,0,,en,1.0
1214,157,4991,145,,,1.0,28800.0,0,,en,0.0
0,22,42,312,1.0,,1.0,,0,,en,1.0
2,9,15,196,1.0,,1.0,,0,,en,1.0
0,3,26,181,1.0,,1.0,,0,,en,1.0
0,25,78,752,1.0,,1.0,,0,,en,1.0
0,8,26,281,1.0,,1.0,,0,,en,1.0
3262,807,36913,907,,,1.0,43200.0,9,1.0,en,0.0
635,531,17737,393,,,1.0,-18000.0,2,,en,0.0
0,13,15,211,1.0,,1.0,,0,,en,1.0
0,30,0,427,,,1.0,,0,,es,1.0
0,11,9,454,,,1.0,7200.0,0,,es,1.0
867,150,1022,300,1.0,,1.0,,1,,en,0.0
0,1,0,17,1.0,,1.0,,0,,en,1.0
634,1577,11770,678,,,1.0,-25200.0,47,1.0,en,0.0
6703,424,27165,165,1.0,,1.0,,1,1.0,en,0.0
25,71,1895,173,,,1.0,19800.0,3,1.0,en,0.0
2715,4432,32704,2672,,,1.0,-18000.0,161,,en,0.0
0,3,4,31,1.0,,1.0,,0,,en,1.0
52,589,23261,396,,,1.0,-28800.0,0,,en,0.0
0,0,39,194,1.0,,1.0,,0,,fr,1.0
0,13,19,263,1.0,,1.0,,0,,en,1.0
0,5,6,957,1.0,,1.0,-36000.0,0,,en,1.0
1510,678,10485,550,,,1.0,32400.0,5,,en,0.0
20607,457,46557,599,,,1.0,19800.0,5,1.0,en,0.0
3565,145,1987,279,,,1.0,,2,,en,0.0
0,4,36,595,,,1.0,-14400.0,0,,pt,1.0
27,173,378,312,,,1.0,-25200.0,0,,en-gb,0.0
3,8,28,498,1.0,,1.0,,0,,en,1.0
1949,286,7997,199,1.0,,1.0,,0,,en,0.0
1832,458,4692,603,,,1.0,46800.0,9,1.0,en,0.0
5934,209,1735,438,,,1.0,-21600.0,2,,en,0.0
5545,341,6173,265,,,1.0,46800.0,1,1.0,en,0.0
1,26,1637,203,,,,,1,,en,0.0
878,274,8355,142,,,1.0,28800.0,0,,en,0.0
570,637,8793,915,,,1.0,32400.0,0,1.0,en,0.0
0,9,19,221,1.0,,1.0,,0,,en,1.0
1594,524,4738,397,1.0,,1.0,,1,,en,0.0
0,11,12,238,1.0,,1.0,,0,,en,1.0
6859,172,734,171,,,1.0,-14400.0,0,1.0,en,0.0
195,7,297,122,1.0,,1.0,,0,,en,0.0
7623,171,1810,183,1.0,,1.0,,0,1.0,es,0.0
0,18,33,264,1.0,,1.0,,0,,en,1.0
0,2,11,443,1.0,,1.0,-25200.0,0,,es,1.0
0,12,17,211,1.0,,1.0,,0,,en,1.0
0,8,29,342,1.0,,1.0,,0,,en,1.0
8413,561,13575,458,,,1.0,-10800.0,1,1.0,en,0.0
1,187,397,288,1.0,1.0,1.0,-25200.0,7,,en,0.0
33,227,1350,786,,,1.0,3600.0,3,1.0,en,0.0
23337,7921,103153,512,1.0,,1.0,-25200.0,19,1.0,en,0.0
0,2,1,554,1.0,,1.0,-18000.0,0,,en,1.0
3132,250,13768,188,1.0,,1.0,-25200.0,0,1.0,en,0.0
0,15,20,193,1.0,,1.0,,0,,en,1.0
2352,403,4547,383,,,1.0,-18000.0,0,1.0,en,0.0
0,0,0,0,1.0,,1.0,,0,,en,1.0
3839,279,14184,642,,,1.0,-25200.0,6,1.0,en,0.0
4823,507,14211,238,1.0,,1.0,,2,1.0,en,0.0
3538,1299,47956,2001,,,1.0,7200.0,37,1.0,en,0.0
0,22,69,617,1.0,,1.0,,0,,en,1.0
0,16,28,331,1.0,,1.0,,0,,en,1.0
149,136,966,348,,,,,0,1.0,en,0.0
89,172,2334,357,1.0,,1.0,19800.0,3,,en,0.0
0,15,64,601,1.0,,1.0,,0,,en,1.0
0,9,19,202,1.0,,1.0,,0,,en,1.0
0,18,56,614,1.0,,1.0,,0,,en,1.0
336,1415,7878,2036,,,1.0,-14400.0,125,1.0,en,0.0
6252,1436,29842,204,,,1.0,-18000.0,25,1.0,en,0.0
0,6,0,563,1.0,,1.0,,0,,en,1.0
0,16,22,248,1.0,,1.0,,0,,en,1.0
3672,79,1543,118,1.0,,1.0,,0,,en,0.0
13415,498,33479,304,,,1.0,28800.0,3,,en,0.0
0,22,27,275,1.0,,1.0,,0,,en,1.0
1650,123,6180,206,,,1.0,,2,1.0,en,0.0
0,0,0,0,1.0,,1.0,,0,,en,1.0
1255,1285,25362,586,,,,-18000.0,10,,en,0.0
0,29,61,476,1.0,,1.0,,0,,en,1.0
0,17,22,242,1.0,,1.0,,0,,en,1.0
1365,242,3440,191,1.0,,1.0,,0,,en,0.0
416,234,654,190,,,1.0,-25200.0,0,1.0,en,0.0
554,191,2622,189,,,1.0,-14400.0,0,,en,0.0
0,18,27,301,1.0,,1.0,,0,,en,1.0
421,125,2147,70,1.0,,1.0,,0,1.0,en,0.0
12105,498,20997,109,,,,-18000.0,5,,en,0.0
0,1,3,22,1.0,,1.0,,0,,en,1.0
40,26,103,189,1.0,,1.0,,1,,en,0.0
14265,4955,96566,4359,,,1.0,10800.0,48,,en,0.0
0,17,20,207,1.0,,1.0,,0,,en,1.0
0,3,1,585,1.0,,1.0,,0,,en,1.0
390,183,8024,120,,,1.0,28800.0,3,1.0,en,0.0
0,18,69,627,1.0,,1.0,,0,,en,1.0
17132,273,12987,116,1.0,,1.0,-18000.0,1,,en,0.0
26037,774,32549,698,,,1.0,-25200.0,0,1.0,en,0.0
7,690,4616,907,,,1.0,43200.0,9,,en,0.0
332,261,36730,305,,,1.0,-10800.0,2,1.0,en,0.0
0,12,20,236,1.0,,1.0,,0,,en,1.0
361,1620,18035,591,,,1.0,-14400.0,72,1.0,en,0.0
0,6,18,172,1.0,,1.0,,0,,en,1.0
2940,236,2439,223,,,,36000.0,2,,en,0.0
0,18,29,280,1.0,,1.0,,0,,en,1.0
0,14,33,365,1.0,,1.0,,0,,en,1.0
0,9,32,308,1.0,,1.0,,0,,en,1.0
0,10,44,394,1.0,,1.0,,0,,en,1.0
439,46,601,257,1.0,,1.0,,0,,en,0.0
2869,459,15970,198,,,,-25200.0,2,,en,0.0
7242,533,46932,421,,,1.0,-18000.0,1,1.0,en,0.0
2847,346,4706,490,,,1.0,-25200.0,0,1.0,en,0.0
0,9,23,218,1.0,,1.0,,0,,en,1.0
2484,355,5154,406,1.0,,1.0,,0,1.0,en,0.0
232,177,3299,641,1.0,,1.0,28800.0,7,1.0,en,0.0
0,1,5,36,1.0,,1.0,,0,,en,1.0
1530,234,6151,147,,,1.0,7200.0,2,,es,0.0
0,10,0,533,,,1.0,,0,,es,1.0
4116,462,23799,272,1.0,,1.0,,10,,en,0.0
21680,723,16755,446,,,1.0,-28800.0,5,1.0,en,0.0
21692,407,17113,376,1.0,,1.0,-18000.0,1,1.0,en,0.0
1161,1213,18375,1180,,,1.0,3600.0,7,1.0,en,0.0
1,18,17,738,1.0,,1.0,,0,,en,1.0
0,13,31,327,1.0,,1.0,,0,,en,1.0
1,8,13,525,,,1.0,0.0,0,,pt,1.0
